Submission id,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Fluent languages,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
638a8bd2c3cc3ea85fd470fd,APPROVED,2022-12-02T23:35:49.844000Z,2022-12-02T23:43:17.328000Z,2022-12-02T23:43:17.804000,2022-12-02T23:43:17.742314Z,448,C1INRZ4D,2694,English,31,Female,White,United States,United States,United States,English,No,Full-Time
638a8bdaac8be051efbc4db2,APPROVED,2022-12-02T23:36:09.872000Z,2022-12-02T23:54:49.120000Z,2022-12-02T23:54:49.569000,2022-12-02T23:54:49.493662Z,1120,C1INRZ4D,603,English,51,Female,White,United States,United States,United States,English,No,DATA_EXPIRED
638a8bdbb4c4c0c120dc3551,APPROVED,2022-12-02T23:35:59.707000Z,2022-12-02T23:57:34.451000Z,2022-12-02T23:57:34.929000,2022-12-02T23:57:34.857597Z,1295,C1INRZ4D,1867,"English, Spanish",24,Male,White,United States,United States,United States,English,DATA_EXPIRED,Part-Time
638a8be00f8c5a8a91116631,APPROVED,2022-12-02T23:36:00.911000Z,2022-12-02T23:54:24.855000Z,2022-12-02T23:54:25.274000,2022-12-02T23:54:25.206961Z,1104,C1INRZ4D,2110,English,64,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
638a8be0936c60267f7cfbc2,APPROVED,2022-12-02T23:36:04.390000Z,2022-12-02T23:54:13.649000Z,2022-12-02T23:54:14.180000,2022-12-02T23:54:14.115437Z,1090,C1INRZ4D,369,"English, Spanish",47,Female,White,United States,United States,United States,English,DATA_EXPIRED,Full-Time
638a8be146a0412de9e51459,APPROVED,2022-12-02T23:36:13.067000Z,2022-12-03T00:11:24.321000Z,2022-12-03T00:11:29.874000,2022-12-03T00:11:24.780036Z,2112,C1INRZ4D,588,English,26,Female,Black,United States,United States,United States,English,No,DATA_EXPIRED
638a8be81a4feb97dc058009,APPROVED,2022-12-02T23:36:14.437000Z,2022-12-02T23:54:49.294000Z,2022-12-02T23:54:54.793000,2022-12-02T23:54:49.735689Z,1115,C1INRZ4D,1680,English,49,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
638a8bee8d26b9bbe1b47dbe,APPROVED,2022-12-02T23:36:14.356000Z,2022-12-02T23:47:39.443000Z,2022-12-02T23:47:39.906000,2022-12-02T23:47:39.833844Z,686,C1INRZ4D,2573,English,37,Male,Black,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
638a8befcd3434bc20b47e2a,APPROVED,2022-12-02T23:36:15.232000Z,2022-12-02T23:48:50.894000Z,2022-12-02T23:48:51.313000,2022-12-02T23:48:51.229739Z,756,C1INRZ4D,540,"English, Pashto",29,Male,White,United States,United States,United States,English,Yes,Part-Time
638a8befd607b491f880771d,APPROVED,2022-12-02T23:41:46.407000Z,2022-12-03T00:35:41.932000Z,2022-12-03T00:35:42.428000,2022-12-03T00:35:42.357250Z,3236,C1INRZ4D,3014,English,37,Female,White,United States,United States,United States,English,DATA_EXPIRED,Other
638a8bf688054f1d82d4711c,APPROVED,2022-12-02T23:36:30.408000Z,2022-12-02T23:48:29.236000Z,2022-12-02T23:48:30.008000,2022-12-02T23:48:29.916688Z,719,C1INRZ4D,597,"Spanish, English",57,Male,Mixed,United States,United States,United States,Spanish,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
638a8bfa2783b88d19853a42,APPROVED,2022-12-02T23:36:29.183000Z,2022-12-02T23:46:41.370000Z,2022-12-02T23:46:41.965000,2022-12-02T23:46:41.889441Z,613,C1INRZ4D,2093,English,58,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
638a8c022114e4e48548bf05,APPROVED,2022-12-02T23:36:37.930000Z,2022-12-02T23:53:48.601000Z,2022-12-02T23:53:49.050000,2022-12-02T23:53:48.982310Z,1031,C1INRZ4D,1119,"English, Spanish",45,Female,White,United States,United States,United States,English,No,Full-Time
638a8c03f2682b01e908ceff,APPROVED,2022-12-02T23:36:38.760000Z,2022-12-02T23:46:39.906000Z,2022-12-02T23:46:40.626000,2022-12-02T23:46:40.566705Z,602,C1INRZ4D,1757,English,30,Male,White,United States,United States,United States,English,No,Full-Time
638a8c071396407ef348bef6,APPROVED,2022-12-02T23:37:12.373000Z,2022-12-02T23:53:06.691000Z,2022-12-02T23:53:07.200000,2022-12-02T23:53:07.126816Z,955,C1INRZ4D,465,English,30,Male,White,United States,United States,United States,English,No,Full-Time
638a8c0da9b5c7ab30d72460,APPROVED,2022-12-02T23:37:00.812000Z,2022-12-02T23:49:26.752000Z,2022-12-02T23:49:27.212000,2022-12-02T23:49:27.141427Z,746,C1INRZ4D,3581,English,29,Female,White,United States,United States,United States,English,No,Full-Time
638a8c10922499a2ac19b55e,APPROVED,2022-12-02T23:36:51.042000Z,2022-12-02T23:45:20.039000Z,2022-12-02T23:45:20.506000Z,2022-12-02T23:45:21.507737Z,509,C1INRZ4D,1217,English,41,Female,DATA_EXPIRED,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
638a8c1514bc985cb8d72444,APPROVED,2022-12-02T23:40:32.222000Z,2022-12-02T23:56:08.565000Z,2022-12-02T23:56:11.639000,2022-12-02T23:56:08.974928Z,937,C1INRZ4D,985,English,34,Male,White,United States,United States,United States,English,No,DATA_EXPIRED
638a8c1ac9a2ee4ed1853a7e,APPROVED,2022-12-02T23:36:58.098000Z,2022-12-02T23:48:45.140000Z,2022-12-02T23:48:45.634000,2022-12-02T23:48:45.555220Z,708,C1INRZ4D,680,English,30,Male,White,United States,United States,United States,English,No,Other
638a8c1b600cf7d517d47101,APPROVED,2022-12-02T23:36:59.811000Z,2022-12-02T23:54:10.368000Z,2022-12-02T23:54:10.872000,2022-12-02T23:54:10.800624Z,1031,C1INRZ4D,2505,English,67,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
638a8c1e658fd73e6bb47de5,APPROVED,2022-12-02T23:37:04.214000Z,2022-12-02T23:46:41.580000Z,2022-12-02T23:46:47.085000,2022-12-02T23:46:41.995151Z,578,C1INRZ4D,961,English,47,Male,White,United States,United States,United States,English,No,DATA_EXPIRED
638a8c22fcfdf2089ed95c42,APPROVED,2022-12-02T23:37:11.606000Z,2022-12-02T23:56:54.987000Z,2022-12-02T23:56:55.433000,2022-12-02T23:56:55.362093Z,1184,C1INRZ4D,3343,English,65,Male,White,United States,United States,United States,English,No,DATA_EXPIRED
638a8c258eee3989f6057f8c,APPROVED,2022-12-02T23:42:17.448000Z,2022-12-02T23:59:02.700000Z,2022-12-02T23:59:03.192000Z,2022-12-02T23:59:03.521753Z,1006,C1INRZ4D,2004,English,24,Female,Other,United States,United States,United States,English,No,Part-Time
638a8c26f2682b01e908cf03,APPROVED,2022-12-02T23:37:15.706000Z,2022-12-03T00:06:02.479000Z,2022-12-03T00:06:03.148000,2022-12-03T00:06:03.041752Z,1727,C1INRZ4D,2697,English,69,Female,White,United States,United States,United States,English,No,Part-Time
638a8c2cfa50d6cf8dd770fc,APPROVED,2022-12-02T23:37:19.733000Z,2022-12-02T23:50:43.774000Z,2022-12-02T23:50:44.260000,2022-12-02T23:50:44.201114Z,805,C1INRZ4D,716,English,53,Female,White,United States,United States,United States,English,No,Full-Time
638a8c2de0954349d5e73630,APPROVED,2022-12-02T23:37:22.481000Z,2022-12-02T23:51:15.525000Z,2022-12-02T23:51:15.974000,2022-12-02T23:51:15.914709Z,834,C1INRZ4D,1129,English,71,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
638a8c3126ab2bf41a61e1ac,APPROVED,2022-12-02T23:37:26.367000Z,2022-12-02T23:49:55.873000Z,2022-12-02T23:49:56.329000,2022-12-02T23:49:56.259360Z,750,C1INRZ4D,1929,English,27,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking)
638a8c344e44e0f94cf19ed8,APPROVED,2022-12-02T23:37:27.503000Z,2022-12-02T23:54:23.200000Z,2022-12-02T23:54:28.651000,2022-12-02T23:54:23.567302Z,1016,C1INRZ4D,707,"Spanish, English",40,Female,White,United States,United States,United States,English,No,Part-Time
638a8c35b114c3b2bd073261,APPROVED,2022-12-02T23:37:27.154000Z,2022-12-02T23:51:23.352000Z,2022-12-02T23:51:23.834000,2022-12-02T23:51:23.767413Z,837,C1INRZ4D,1423,English,26,Male,Black,United States,United States,United States,English,Yes,Full-Time
638a8c36d607b491f8807720,APPROVED,2022-12-02T23:37:29.611000Z,2022-12-02T23:46:26.115000Z,2022-12-02T23:46:26.554000,2022-12-02T23:46:26.483909Z,537,C1INRZ4D,725,English,49,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
638a8c3a46a0412de9e51463,APPROVED,2022-12-02T23:37:30.688000Z,2022-12-02T23:49:59.290000Z,2022-12-02T23:50:00.520000,2022-12-02T23:50:00.444104Z,749,C1INRZ4D,1186,"Spanish, English",35,Male,White,United States,United States,United States,English,No,DATA_EXPIRED
638a8c3b26ab2bf41a61e1ad,APPROVED,2022-12-02T23:37:33.998000Z,2022-12-02T23:50:21.757000Z,2022-12-02T23:50:22.225000,2022-12-02T23:50:22.158594Z,768,C1INRZ4D,54,English,57,Male,White,United States,United States,United States,English,No,Part-Time
638a8c3b7ced8eecb26b9b46,APPROVED,2022-12-02T23:37:34.270000Z,2022-12-02T23:52:52.095000Z,2022-12-02T23:52:52.564000,2022-12-02T23:52:52.483119Z,918,C1INRZ4D,250,English,36,Female,White,United States,United States,United States,English,No,DATA_EXPIRED
638a8c3d11660f8095b766f5,APPROVED,2022-12-02T23:37:36.193000Z,2022-12-02T23:48:37.361000Z,2022-12-02T23:48:37.945000,2022-12-02T23:48:37.882887Z,662,C1INRZ4D,2075,English,58,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
638a8c411591a8b3520732b1,APPROVED,2022-12-02T23:37:45.992000Z,2022-12-03T00:17:06.318000Z,2022-12-03T00:17:06.776000,2022-12-03T00:17:06.696225Z,2361,C1INRZ4D,2330,English,32,Female,White,United States,United States,United States,English,No,Unemployed (and job seeking)
638a8c48ca22beb547f1d7d3,APPROVED,2022-12-02T23:37:50.642000Z,2022-12-02T23:46:00.990000Z,2022-12-02T23:46:01.512000,2022-12-02T23:46:01.441973Z,491,C1INRZ4D,1646,English,39,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
638a8c4eb19c91c7dad77137,APPROVED,2022-12-02T23:37:52.402000Z,2022-12-02T23:48:26.595000Z,2022-12-02T23:48:32.136000,2022-12-02T23:48:27.018123Z,635,C1INRZ4D,2925,English,39,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
638a8c50600cf7d517d4710c,APPROVED,2022-12-02T23:37:55.405000Z,2022-12-02T23:50:16.343000Z,2022-12-02T23:50:16.760000,2022-12-02T23:50:16.686928Z,741,C1INRZ4D,174,English,37,Male,White,United States,United States,United States,English,DATA_EXPIRED,Full-Time
638a8c53de4af7de7ab76680,APPROVED,2022-12-02T23:44:42.834000Z,2022-12-03T00:01:28.158000Z,2022-12-03T00:01:59.443000Z,2022-12-03T00:02:27.864093Z,1006,C1INRZ4D,489,English,46,Female,Mixed,United States,United States,United States,English,No,DATA_EXPIRED
638a8c573413992198e73675,APPROVED,2022-12-02T23:38:02.065000Z,2022-12-02T23:50:17.508000Z,2022-12-02T23:50:23,2022-12-02T23:50:17.918714Z,736,C1INRZ4D,592,English,31,Male,Asian,Korea,United States,United States,English,No,Part-Time
638a8c5ae61761db6011663a,APPROVED,2022-12-02T23:38:06.877000Z,2022-12-02T23:53:30.796000Z,2022-12-02T23:53:31.438000,2022-12-02T23:53:31.377839Z,924,C1INRZ4D,1076,"English, Spanish",28,Male,White,United States,United States,United States,English,No,Other
638a8c5c644a9a6e327c3320,APPROVED,2022-12-02T23:38:04.707000Z,2022-12-02T23:56:55.012000Z,2022-12-02T23:56:56.137000,2022-12-02T23:56:56.062177Z,1131,C1INRZ4D,2139,English,38,Female,White,United States,United States,United States,English,No,Other
638a8c60278ceb3ebec487b7,APPROVED,2022-12-02T23:38:10.768000Z,2022-12-02T23:45:38.424000Z,2022-12-02T23:45:38.982000,2022-12-02T23:45:38.913628Z,448,C1INRZ4D,4644,"English, Chinese, French",30,Male,Asian,United States,United States,United States,English,No,Full-Time
638a8c60fa18074376d95c82,APPROVED,2022-12-02T23:38:13Z,2022-12-02T23:52:08.322000Z,2022-12-02T23:52:08.894000,2022-12-02T23:52:08.815609Z,836,C1INRZ4D,32,English,68,Female,White,United States,United States,United States,English,No,Part-Time
638a8c6d5ac3f8ca1c07a85c,APPROVED,2022-12-02T23:38:31.099000Z,2022-12-02T23:56:09.048000Z,2022-12-02T23:56:14.491000,2022-12-02T23:56:09.412371Z,1058,C1INRZ4D,3837,English,54,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
638a8c72b48a4aa4a3b76698,APPROVED,2022-12-02T23:38:33.425000Z,2022-12-02T23:53:23.902000Z,2022-12-02T23:53:25.616000,2022-12-02T23:53:25.543581Z,891,C1INRZ4D,1760,English,38,Male,White,United States,United States,United States,English,Yes,Full-Time
638a8c79e435cef001524f90,APPROVED,2022-12-02T23:40:13.400000Z,2022-12-03T00:00:37.296000Z,2022-12-03T00:00:58.988000Z,2022-12-03T00:01:24.505046Z,1224,C1INRZ4D,605,English,28,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
638a8c7aecab282c92057fa8,APPROVED,2022-12-02T23:38:39.007000Z,2022-12-02T23:55:29.182000Z,2022-12-02T23:55:29.628000,2022-12-02T23:55:29.567106Z,1011,C1INRZ4D,3356,English,60,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
638a8c7c817d335e32dc3534,APPROVED,2022-12-02T23:38:39.510000Z,2022-12-02T23:57:59.380000Z,2022-12-02T23:57:59.832000,2022-12-02T23:57:59.766191Z,1160,C1INRZ4D,3012,English,53,Male,Black,United States,United States,United States,English,No,DATA_EXPIRED
638a8c833ddeb75fff97171d,APPROVED,2022-12-02T23:41:34.161000Z,2022-12-02T23:57:50.900000Z,2022-12-02T23:57:51.299000,2022-12-02T23:57:51.231249Z,977,C1INRZ4D,2020,English,24,Male,Mixed,United States,United States,United States,English,No,Unemployed (and job seeking)
638a8c8a7ced8eecb26b9b51,APPROVED,2022-12-02T23:38:52.704000Z,2022-12-02T23:48:39.715000Z,2022-12-02T23:48:40.171000,2022-12-02T23:48:40.108262Z,588,C1INRZ4D,1800,"English, Hindi",DATA_EXPIRED,Female,Mixed,United States,United States,United States,English,Yes,Full-Time
638a8c8b0f4c2593bb2856e0,APPROVED,2022-12-02T23:38:56.322000Z,2022-12-02T23:49:06.361000Z,2022-12-02T23:49:06.881000,2022-12-02T23:49:06.809820Z,611,C1INRZ4D,2120,"English, German",61,Female,White,Germany,United States,United States,German,No,Full-Time
638a8c8b3414df2399bdccf2,APPROVED,2022-12-02T23:39:04.017000Z,2022-12-02T23:58:24.508000Z,2022-12-02T23:58:24.923000,2022-12-02T23:58:24.867198Z,1161,C1INRZ4D,178,English,31,Male,White,United States,United States,United States,English,No,Full-Time
638a8c8c2783b88d19853a4a,APPROVED,2022-12-02T23:38:59.790000Z,2022-12-02T23:58:59.909000Z,2022-12-02T23:59:00.486000,2022-12-02T23:59:00.417389Z,1201,C1INRZ4D,724,English,44,Male,White,United States,United States,United States,English,No,Part-Time
638a8c8de1f7ec690fd1bfad,APPROVED,2022-12-02T23:38:57.620000Z,2022-12-03T00:32:49.103000Z,2022-12-03T00:32:49.624000,2022-12-03T00:32:49.539419Z,3232,C1INRZ4D,2882,English,41,Male,Black,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
638a8c9046a0412de9e5146c,APPROVED,2022-12-02T23:38:59.099000Z,2022-12-02T23:55:02.454000Z,2022-12-02T23:55:08.097000,2022-12-02T23:55:03.005008Z,964,C1INRZ4D,2977,English,45,Male,White,United States,United States,United States,English,No,Full-Time
638a8c94e3b3b9e6ddc7c352,APPROVED,2022-12-02T23:39:07.122000Z,2022-12-03T00:07:21.551000Z,2022-12-03T00:07:27.068000,2022-12-03T00:07:21.978895Z,1695,C1INRZ4D,2010,English,36,Male,White,United States,United States,United States,English,No,Full-Time
638a8c963ddeb75fff97171f,APPROVED,2022-12-02T23:39:08.764000Z,2022-12-02T23:49:46.466000Z,2022-12-02T23:49:46.997000,2022-12-02T23:49:46.922926Z,638,C1INRZ4D,765,English,58,Male,White,United States,United States,United States,English,No,Part-Time
638a8ca64b5f2e8211e51468,APPROVED,2022-12-02T23:39:22.760000Z,2022-12-02T23:52:43.383000Z,2022-12-02T23:52:43.990000,2022-12-02T23:52:43.928547Z,801,C1INRZ4D,3993,English,69,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
638a8caaa38a4739f8d470af,APPROVED,2022-12-02T23:39:24.895000Z,2022-12-02T23:49:35.496000Z,2022-12-02T23:49:36.749000,2022-12-02T23:49:36.674214Z,611,C1INRZ4D,238,English,42,Male,White,United States,United States,United States,English,No,Full-Time
638a8cacea7f644240d723e7,APPROVED,2022-12-02T23:39:29.858000Z,2022-12-02T23:55:45.159000Z,2022-12-02T23:55:45.904000,2022-12-02T23:55:45.833548Z,976,C1INRZ4D,3353,English,78,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
638a8cad8eee3989f6057f99,APPROVED,2022-12-02T23:39:28.730000Z,2022-12-02T23:53:43.699000Z,2022-12-02T23:53:44.105000,2022-12-02T23:53:44.036981Z,855,C1INRZ4D,5206,English,67,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
638a8cae830e1c2f8fe51478,APPROVED,2022-12-02T23:39:29.796000Z,2022-12-02T23:53:48.144000Z,2022-12-02T23:53:48.587000,2022-12-02T23:53:48.532007Z,859,C1INRZ4D,891,English,47,Female,White,United States,United States,United States,English,No,DATA_EXPIRED
638a8cb557898b0c6ebc4dae,APPROVED,2022-12-02T23:39:34.630000Z,2022-12-03T00:20:20.530000Z,2022-12-03T00:20:25.974000,2022-12-03T00:20:20.892475Z,2446,C1INRZ4D,824,English,31,Female,White,United States,United States,United States,English,No,Full-Time
638a8cc3817d335e32dc3538,APPROVED,2022-12-02T23:39:49.883000Z,2022-12-02T23:50:59.245000Z,2022-12-02T23:50:59.733000,2022-12-02T23:50:59.660284Z,670,C1INRZ4D,1637,"Spanish, English, French",33,Male,White,United States,United States,United States,English,No,Full-Time
638a8cc5157f1452f8768415,APPROVED,2022-12-02T23:39:49.359000Z,2022-12-02T23:47:48.742000Z,2022-12-02T23:47:49.261000,2022-12-02T23:47:49.189360Z,480,C1INRZ4D,2897,"English, Spanish, Portuguese",35,Male,White,Brazil,United States,United States,Portuguese,No,Full-Time
638a8cc6a4f5c8a246c487e5,APPROVED,2022-12-02T23:39:55.515000Z,2022-12-02T23:53:35.518000Z,2022-12-02T23:53:36.006000,2022-12-02T23:53:35.933010Z,821,C1INRZ4D,197,English,61,Female,White,United States,United States,United States,English,No,Full-Time
638a8cc7c3cc3ea85fd47110,APPROVED,2022-12-02T23:39:55.112000Z,2022-12-02T23:59:42.268000Z,2022-12-02T23:59:47.723000,2022-12-02T23:59:43.364516Z,1188,C1INRZ4D,1442,English,38,Male,Black,United States,United States,United States,English,No,Full-Time
638a8cce0607daf9962856fd,APPROVED,2022-12-02T23:40:10.430000Z,2022-12-02T23:53:11.096000Z,2022-12-02T23:53:11.554000,2022-12-02T23:53:11.481564Z,781,C1INRZ4D,289,English,22,Female,Asian,Philippines,United States,United States,Tagalog-Filipino,Yes,Part-Time
638a8ccf8bc9eb5e15d4709c,APPROVED,2022-12-02T23:40:02.276000Z,2022-12-02T23:48:36.173000Z,2022-12-02T23:48:37.167000,2022-12-02T23:48:37.073385Z,514,C1INRZ4D,3410,English,47,Male,Mixed,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
638a8cd66b34ecb3b9971738,APPROVED,2022-12-02T23:40:11.300000Z,2022-12-02T23:49:43.500000Z,2022-12-02T23:49:43.991000,2022-12-02T23:49:43.919707Z,573,C1INRZ4D,1540,English,38,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking)
638a8cd744196bfbf319b548,APPROVED,2022-12-02T23:40:09.294000Z,2022-12-02T23:51:29.548000Z,2022-12-02T23:51:30.049000,2022-12-02T23:51:29.974385Z,681,C1INRZ4D,3560,English,44,Female,White,United States,United States,United States,English,No,Full-Time
638a8cdf4dad033c93d723e8,APPROVED,2022-12-02T23:40:58.372000Z,2022-12-03T00:00:11.555000Z,2022-12-03T00:00:30.839000,2022-12-03T00:00:12.135315Z,1154,C1INRZ4D,4035,English,47,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
638a8ce189e4a3f876971774,APPROVED,2022-12-02T23:42:12.789000Z,2022-12-03T00:06:35.802000Z,2022-12-03T00:06:36.355000,2022-12-03T00:06:36.282586Z,1464,C1INRZ4D,1209,English,30,Male,Mixed,United States,United States,United States,English,No,Full-Time
638a8ceab7457eab97345035,APPROVED,2022-12-02T23:40:30.792000Z,2022-12-02T23:49:59.545000Z,2022-12-02T23:49:59.979000,2022-12-02T23:49:59.922215Z,569,C1INRZ4D,4601,English,38,Male,Asian,Liberia,United States,United States,English,No,Full-Time
638a8cf0b48a4aa4a3b766a3,APPROVED,2022-12-02T23:40:32.308000Z,2022-12-03T00:04:17.084000Z,2022-12-03T00:04:17.562000,2022-12-03T00:04:17.469276Z,1425,C1INRZ4D,1487,English,46,Male,White,United States,United States,United States,English,No,Part-Time
638a8cf8b824079967bc4d9f,APPROVED,2022-12-02T23:40:43.802000Z,2022-12-02T23:59:22.999000Z,2022-12-02T23:59:23.444000,2022-12-02T23:59:23.381805Z,1120,C1INRZ4D,109,English,74,Female,Other,United States,United States,United States,English,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)"
638a8cfde8c3b26458b28ec3,APPROVED,2022-12-02T23:40:52.153000Z,2022-12-03T00:04:57.937000Z,2022-12-03T00:04:58.442000,2022-12-03T00:04:58.347057Z,1446,C1INRZ4D,266,English,31,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking)
638a8d027981eda36bf19e52,APPROVED,2022-12-02T23:40:55.159000Z,2022-12-02T23:59:51.401000Z,2022-12-02T23:59:52.485000,2022-12-02T23:59:51.796982Z,1137,C1INRZ4D,999,English,37,Male,White,United States,United States,United States,English,No,Full-Time
638a8d0341fff84ec9e14c56,APPROVED,2022-12-02T23:40:51.821000Z,2022-12-03T00:12:39.941000Z,2022-12-03T00:12:40.409000,2022-12-03T00:12:40.350618Z,1909,C1INRZ4D,2142,English,31,Male,White,United States,United States,United States,English,Yes,Full-Time
638a8d05fa50d6cf8dd7710a,APPROVED,2022-12-02T23:40:57.544000Z,2022-12-02T23:52:20.804000Z,2022-12-02T23:52:21.273000,2022-12-02T23:52:21.196448Z,684,C1INRZ4D,3718,English,36,Male,White,United States,United States,United States,English,No,Full-Time
638a8d0606e010ef21d1bf7e,APPROVED,2022-12-02T23:40:56.681000Z,2022-12-03T00:14:15.161000Z,2022-12-03T00:14:15.556000,2022-12-03T00:14:15.496359Z,1999,C1INRZ4D,2708,English,35,Female,White,United States,United States,United States,English,No,Full-Time
638a8d0887d021e465b7669e,APPROVED,2022-12-02T23:47:15.851000Z,2022-12-02T23:56:52.973000Z,2022-12-02T23:56:53.409000,2022-12-02T23:56:53.337240Z,578,C1INRZ4D,116,English,30,Male,White,United States,United States,United States,English,No,DATA_EXPIRED
638a8d0c58666cb4db057fe8,APPROVED,2022-12-02T23:41:08.414000Z,2022-12-03T00:03:37.609000Z,2022-12-03T00:03:44.207000,2022-12-03T00:03:44.137403Z,1350,C1INRZ4D,627,English,57,Male,Mixed,United States,United States,United States,English,No,Full-Time
638a8d0d830e1c2f8fe51482,APPROVED,2022-12-02T23:41:06.911000Z,2022-12-02T23:54:21.566000Z,2022-12-02T23:54:23.556000,2022-12-02T23:54:21.949431Z,795,C1INRZ4D,1829,English,28,Female,Black,United States,United States,United States,English,No,Full-Time
638a8d190607daf996285703,APPROVED,2022-12-02T23:41:17.789000Z,2022-12-02T23:58:57.031000Z,2022-12-02T23:58:57.452000,2022-12-02T23:58:57.381080Z,1060,C1INRZ4D,769,English,62,Male,White,United States,United States,United States,English,No,Part-Time
638a8d19a38a4739f8d470c4,APPROVED,2022-12-02T23:41:18.425000Z,2022-12-02T23:52:25.395000Z,2022-12-02T23:52:25.898000,2022-12-02T23:52:25.818454Z,667,C1INRZ4D,160,English,36,Female,White,United States,United States,United States,English,No,Unemployed (and job seeking)
638a8d1b57898b0c6ebc4db8,APPROVED,2022-12-02T23:41:15.316000Z,2022-12-03T00:03:29.077000Z,2022-12-03T00:03:31.534000Z,2022-12-03T00:03:32.492442Z,1334,C1INRZ4D,3460,English,36,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
638a8d1cbaa794163448bf01,APPROVED,2022-12-02T23:41:28.911000Z,2022-12-03T00:01:26.003000Z,2022-12-03T00:01:54.570000Z,2022-12-03T00:02:23.740774Z,1198,C1INRZ4D,2490,English,65,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
638a8d25f9ee94b89ed77106,APPROVED,2022-12-02T23:41:25.849000Z,2022-12-02T23:59:59.696000Z,2022-12-03T00:00:00.125000,2022-12-03T00:00:00.052417Z,1114,C1INRZ4D,374,English,36,Male,White,United States,United States,United States,English,No,Full-Time
638a8d3098593e7caf7c32ec,APPROVED,2022-12-02T23:41:36.982000Z,2022-12-02T23:54:43.213000Z,2022-12-02T23:54:48.689000,2022-12-02T23:54:43.615152Z,787,C1INRZ4D,1191,English,23,Female,White,United States,United States,United States,English,Yes,Due to start a new job within the next month
638a8d34ed8925a3d1c7c351,APPROVED,2022-12-02T23:41:44.391000Z,2022-12-02T23:52:00.624000Z,2022-12-02T23:52:01.067000,2022-12-02T23:52:01.005329Z,617,C1INRZ4D,1004,English,51,Female,White,United States,United States,United States,English,No,Full-Time
638a8d3bd58b8af14607a840,APPROVED,2022-12-02T23:41:52.194000Z,2022-12-03T00:01:04.836000Z,2022-12-03T00:01:33.138000Z,2022-12-03T00:02:00.606681Z,1153,C1INRZ4D,3690,English,69,Male,White,United States,United States,United States,English,No,Full-Time
638a8d3d8d26b9bbe1b47dd8,APPROVED,2022-12-02T23:41:53.733000Z,2022-12-02T23:54:23.641000Z,2022-12-02T23:54:24.549000,2022-12-02T23:54:24.478071Z,750,C1INRZ4D,342,English,65,Female,White,United States,United States,United States,English,No,Part-Time
638a8d413414df2399bdcd0b,APPROVED,2022-12-02T23:41:56.221000Z,2022-12-02T23:57:33.960000Z,2022-12-02T23:57:40.090000,2022-12-02T23:57:35.016281Z,938,C1INRZ4D,1980,"English, Spanish",33,Female,White,United States,United States,United States,English,No,Full-Time
638a8d4357898b0c6ebc4dc0,APPROVED,2022-12-02T23:42:25.435000Z,2022-12-03T00:10:49.945000Z,2022-12-03T00:10:50.460000,2022-12-03T00:10:50.360090Z,1705,C1INRZ4D,270,English,21,Male,Black,United States,United States,United States,English,Yes,Part-Time
638a8d47e0954349d5e73648,APPROVED,2022-12-02T23:42:29.634000Z,2022-12-02T23:59:27.684000Z,2022-12-02T23:59:28.133000,2022-12-02T23:59:28.056930Z,1019,C1INRZ4D,206,English,19,Male,Black,United States,United States,United States,English,No,Unemployed (and job seeking)
